X,Y,OBJECTID,BOATLANDING_SEQ_NO,LMS_BOAT_LANDING_NAME,LANDING_TYPE_CODE,RAMP_TYPE_CODE,ADA_ACCESSIBLE_FEATURE_CODE,OWNERSHIP_NAME_TEXT,OWNERSHIP_MANAGER_NAME_TEXT,OWNERSHIP_MANAGER_PHONE_TEXT,LL_LAT_DD_AMT,LL_LONG_DD_AMT,WATERBODY_NAME_TEXT,COUNTY_NAME_TEXT,MUNICIPALITY_NAME_TEXT,TOWN_NO,RANGE_NO,RANGE_DIRECTION,ABANDON_FLAG
417319.35101199,679612.405167298,3337,3789,Long Lake Boat Launch,RAMP,Gravel,No,TOWNSHIP,Town of Iron River,715-372-5457,46.58222544,-91.34020268,Long Lake,Bayfield,TOWN OF IRON RIVER,47,8,W,No
545025.396611989,524639.029867299,3338,3790,Prairie Trails Canoe Launch North,CARRY-IN,Unimproved,No,CITY,Parks & Rec. Dept.,715-536-7313,45.19479173,-89.68139907,Prairie River,Lincoln,TOWN OF MERRILL,31,6,E,No
538988.93241199,524088.786767298,3339,1990,Alexander Lake Access,RAMP,Concrete Panels,No,OTHER,Wisconsin Public Service Corp,,45.19002722,-89.7582701,Alexander Lake,Lincoln,TOWN OF SCOTT,31,5,E,No
556234.59041199,535667.576267298,3340,3517,Prairie River Carry-In,CARRY-IN,Unimproved,No,STATE(DNR),Park & Recreation Specialist,715-539-3624,45.29357519,-89.53789346,Prairie River,Lincoln,TOWN OF RUSSELL,32,8,E,No
560781.483311989,538178.551967299,3341,3511,Prairie River Walk-In,CARRY-IN,Unimproved,No,STATE(DNR),Park & Recreation Specialist,715-539-3624,45.31592734,-89.47970164,Prairie River,Lincoln,TOWN OF RUSSELL,33,8,E,No
607465.76961199,523150.667267298,3342,3791,Elton Springpond Access 3,CARRY-IN,Unimproved,No,STATE(DNR),Park & Recreation Specialist,715-539-3624,45.17641321,-88.88682215,Elton Springpond,Langlade,TOWN OF EVERGREEN,31,13,E,No
600668.34251199,520194.966067299,3343,3551,Goto Lake Launch,CARRY-IN,Unimproved,No,STATE(DNR),Park & Recreation Specialist,715-539-3624,45.15062163,-88.97379631,Goto Lake,Langlade,TOWN OF POLAR,31,12,E,No
611518.48261199,520145.849767299,3344,3562,Long Lake Access,CARRY-IN,Unimproved,No,STATE(DNR),Park & Recreation Specialist,(715) 623-2096,45.1488561,-88.83580464,Long Lake,Langlade,TOWN OF EVERGREEN,,,E,No
614047.88581199,520152.875167299,3345,3559,Evergreen Creek Access,CARRY-IN,Unimproved,No,STATE(DNR),Park & Recreation Specialist,(715) 623-2096,45.14858683,-88.80363403,Evergreen Creek,Langlade,TOWN OF WOLF RIVER,,,E,No
642013.941111989,553950.492567299,3346,3792,Cloud Lake Carry-In,CARRY-IN,Unimproved,No,FEDERAL,US Forest Service,715-276-6333,45.44842241,-88.43967879,Cloud Lake,Forest,TOWN OF WABENO,34,16,E,No
589186.85381199,537814.879867299,3347,3539,Low Lake Access,CARRY-IN,Unimproved,No,COUNTY,Forestry-Rec.-Parks,(715) 627-6300,45.31042852,-89.11738536,Low Lake,Langlade,TOWN OF UPHAM,33,11,E,No
528246.264511989,562542.300667299,3348,3500,Lake 8-8 Ramp,RAMP,Gravel,No,COUNTY,"Forestry, Land & Parks Dept.",(715) 539-1034,45.53636782,-89.89438223,Unnamed lake,Lincoln,TOWN OF WILSON,35,5,E,No
688473.332611989,568471.4688673,3349,3793,Shortcut Road Boat Ramp,RAMP,Concrete Plank,No,TOWNSHIP,Town of Beecher,715-324-5535,45.56937745,-87.84092842,Menominee River West Channel,Marinette,TOWN OF BEECHER,36,21,E,No
549087.24501199,612796.671067299,3351,3335,Fallison Lake Access,CARRY-IN,Unimproved,No,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.99597519,-89.61847546,Fallison Lake,Vilas,TOWN OF BOULDER JUNCTION,41,7,E,No
527100.36671199,631310.157267299,3352,3361,Circle Lily Lake Ramp,RAMP,Gravel,No,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.15533083,-89.90804462,Circle Lily Lake,Vilas,TOWN OF MANITOWISH WATERS,42,5,E,No
587688.94561199,547113.492867298,3353,3532,Hunting River Carry-In,CARRY-IN,Gravel,No,STATE(DNR),Park & Recreation Specialist,715-539-3624,45.39426529,-89.1352182,Hunting River,Langlade,TOWN OF ELCHO,34,11,E,No
661927.85271199,548575.767567299,3354,3283,MURBOU LAKE ACCESS,CARRY-IN,Unimproved,No,TOWNSHIP,Town of Silver Cliff,,45.39630569,-88.18668712,MURBOU LAKE,Marinette,TOWN OF SILVER CLIFF,34,18,E,No
593540.01701199,546040.6629673,3355,3795,Perch Lake Access -Southwest Side,RAMP,Gravel,No,TOWNSHIP,Town of Elcho,715-275-3309,45.38401933,-89.06063564,Perch Lake,Langlade,TOWN OF ELCHO,34,11,E,No
565860.98841199,617249.947567299,3357,3313,Snyder Lake Access,RAMP,Other,No,COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,46.02728701,-89.40743632,Snyder Lake,Vilas,TOWN OF PLUM LAKE,41,9,E,No
542353.73641199,634272.944067299,3358,3357,Little Crab Lake Access,CARRY-IN,Unimproved,No,STATE(DNR),Recreation Leader,(715) 385-3355 Ext. 119,46.18195493,-89.71266952,Little Crab Lake,Vilas,TOWN OF PRESQUE ISLE,43,6,E,No
562764.40681199,573444.166067299,3359,3214,Hanson Lake Boat Launch,RAMP,Gravel,No,COUNTY,Forestry & Outdoor Recreation Dept.,(715) 369-6140,45.6332268,-89.45133258,Hanson Lake,Oneida,CITY OF RHINELANDER,36,8,E,No
539232.56751199,592795.0499673,3360,3796,Lower Kaubashine Slide Access,CARRY-IN,Unimproved,Yes,STATE(DNR),Program Supervisor,(715) 358-9221,45.808449,-89.752474,Lower Kaubashine Lake,Oneida,TOWN OF HAZELHURST,38,6,E,No
449968.39901199,607555.275367299,3361,3797,Blaisdell Lake Public Boat Access,RAMP,Paved,No,STATE(DNR),Land Maintenance Technician,(715) 634-9658 Ext. 3520,45.93799651,-90.90341606,Blaisdell Lake,Sawyer,TOWN OF DRAPER,40,4,W,No
452342.910311989,603591.239167299,3362,3799,Loretta Lake Boat Launch,RAMP,Gravel,No,TOWNSHIP,Town of Draper,715-266-5779,45.9025605,-90.87222903,Loretta Lake,Sawyer,TOWN OF DRAPER,40,4,W,No
579929.86391199,279145.112167299,3363,3800,Yahara River Canoe Launch,CARRY-IN,Paved,Yes,STATE(DNR),Property Manager,,42.98260411,-89.26494838,Lake Kegonsa,Dane,TOWN OF DUNN,6,10,E,No
565622.501911989,605390.109567299,3364,3306,Wood Duck Lake Access,CARRY-IN,Unimproved,No,COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,45.92056548,-89.41164902,Wood Duck Lake,Vilas,TOWN OF CLOVERLAND,40,9,E,No
611329.98861199,475181.792867299,3365,3233,Embarrass River Canoe Launch,CARRY-IN,Unimproved,No,COUNTY,Highway & Parks Dept.,(715) 526-9182,44.74419631,-88.84633753,Embarrass River,Shawano,TOWN OF PELLA,26,14,E,No
472715.54261199,361276.1805673,3366,3801,Village of Ontario Public Canoe Landing,CARRY-IN,Concrete Plank,No,VILLAGE,Village Office,(608) 337-4381,43.72300847,-90.58704745,Kickapoo River,Vernon,VILLAGE OF ONTARIO,14,2,W,No
472097.31651199,355681.560567299,3367,3802,Kickapoo River Landing 7,CARRY-IN,Concrete Plank,No,STATE,Kickapoo Valley Reserve,(608) 625-2960,43.67259762,-90.59422481,Kickapoo River,Vernon,TOWN OF WHITESTOWN,14,2,W,No
472203.085811989,357123.6894673,3368,3803,Kickapoo River Landing 5,CARRY-IN,Concrete Plank,No,STATE,Kickapoo Valley Reserve,(608) 625-2960,43.68558869,-90.5930407,Kickapoo River,Vernon,TOWN OF WHITESTOWN,14,2,W,No
471441.19041199,358480.116567299,3369,3804,Kickapoo River Landing 4,CARRY-IN,Concrete Plank,No,STATE,,,43.69775185,-90.60261569,Kickapoo River,Vernon,TOWN OF WHITESTOWN,14,2,W,No
472144.819911989,353112.762167299,3370,3805,Kickapoo River Landing 10,CARRY-IN,Paved,No,STATE,Kickapoo Valley Reserve,(608) 625-2960,43.64947235,-90.59340772,Kickapoo River,Vernon,TOWN OF WHITESTOWN,14,2,W,No
471370.710811989,351741.937467299,3371,3806,Kickapoo River Landing 12,CARRY-IN,Concrete Plank,No,STATE,Kickapoo Valley Reserve,(608) 625-2960,43.6370798,-90.60288277,Kickapoo River,Vernon,TOWN OF STARK,13,2,W,No
469221.34271199,350069.466467299,3372,3807,Kickapoo River Landing 14,CARRY-IN,Concrete Panels,No,STATE,Kickapoo Valley Reserve,(608) 625-2960,43.62187799,-90.62937091,Kickapoo River,Vernon,TOWN OF STARK,13,2,W,No
468017.13871199,344854.5796673,3373,3808,Andrew's Canoe Landing,CARRY-IN,Concrete,No,VILLAGE,Village Hall,(608) 625-4422,43.57484222,-90.64379456,Kickapoo River,Vernon,VILLAGE OF LA FARGE,13,2,W,No
604599.11391199,428241.291767299,3374,2202,Weyauwega Boat Ramp,RAMP,Concrete,No,CITY,Parks Dept.,(920) 867-2630,44.32250696,-88.93904526,Weyauwega Lake,Waupaca,CITY OF WEYAUWEGA,21,13,E,No
604040.34721199,389007.576967299,3375,3809,Longcroft Park Boat Launch,RAMP,Paved,No,CITY,Parks Dept.,(920) 361-5436,43.96939927,-88.95231752,Fox River,Green Lake,CITY OF BERLIN,17,13,E,No
598169.365911989,325367.4942673,3376,441,Sleepy Hollow Road Boat Ramp,RAMP,Concrete,Yes,TOWNSHIP,Town of Fountain Prairie,920-484-3396,43.39711315,-89.03472796,Lazy Lake,Columbia,TOWN OF FOUNTAIN PRAIRIE,11,12,E,No
595607.09541199,549230.662667299,3377,3529,Spider Creek Flowage Access,CARRY-IN,Unimproved,No,COUNTY,"Forestry, Recreation & Parks Dept.",(715) 627-6300,45.41250919,-89.03374626,Spider Creek Flowage,Langlade,TOWN OF AINSWORTH,34,12,E,No
314702.16741199,525888.538467299,3378,3810,Squaw Lake Boat Ramp,RAMP,Paved,No,TOWNSHIP,Town of Star Prairie ,715-246-9878,45.17658615,-92.61283939,Squaw Lake,St. Croix,TOWN OF STAR PRAIRIE,31,18,W,No
565876.30971199,552596.0324673,3379,3811,Perch Lake Access 1,RAMP,Unimproved,No,TOWNSHIP,Town of Parrish,715-966-0127,45.44538238,-89.41336354,Perch Lake,Langlade,TOWN OF PARRISH,34,9,E,No
570151.51961199,298063.101267299,3380,3812,CHEROKEE CONSERVATION PARK LANDING,RAMP,Paved,Unknown,CITY,Madison Parks Dept.,(608) 266-4711,43.15365774,-89.38316848,Cherokee Lake Ditch,DANE,CITY OF MADISON,,,,No
567701.53991199,287553.159467299,3381,3813,Vilas Park Boat Launch,RAMP,Paved,Yes,CITY,Madison Parks Dept.,(608) 266-4711,43.05917997,-89.41420319,Lake Wingra,DANE,CITY OF MADISON,,,,No
531137.86141199,473543.735967299,3382,3814,George's Landing,RAMP,Concrete Plank,No,STATE(DNR),Mead Wildlife Area,(715) 457-6771,44.73510175,-89.85916226,Big Eau Pleine Reservoir,Marathon,TOWN OF GREEN VALLEY,26,5,E,No
564675.26761199,564115.056367299,3383,3815,Hilderbrand Lake Access Site,RAMP,Gravel,No,COUNTY,Forestry & Outdoor Recreation Dept.,(715) 369-6140,45.54913939,-89.42767153,Hilderbrand Lake,Oneida,TOWN OF ENTERPRISE,35,9,E,No
559883.54661199,456495.833867298,3385,3816,Jordan Park Canoe Launch,CARRY-IN,Unimproved,No,COUNTY,Portage County Parks Department,(715) 346-1433,44.58069907,-89.4976126,Jordan Pond,Portage,TOWN OF HULL,24,8,E,No
582187.12881199,446200.704967299,3386,3817,Rollofson Lake Canoe launch,CARRY-IN,Other,No,TOWNSHIP,Town of Scandinavia,715-467-2360,44.48633913,-89.21793289,Rollofson Lake,Waupaca,TOWN OF SCANDINAVIA,23,11,E,No
705049.291411989,481911.1445673,3387,2615,SUGAR CREEK PARK BOAT RAMP,RAMP,Concrete,No,COUNTY,Door County Parks Dept.,(920) 746-9959,44.78664011,-87.66078555,Green Bay,Door,TOWN OF GARDNER,27,23,E,No
613230.67541199,331862.8112673,3388,376,Tahoe Park Boat Ramp,RAMP,Paved,No,CITY,Parks & Forestry Dept.,(920) 887-4623,43.45386702,-88.84766899,Beaver Dam Lake,Dodge,CITY OF BEAVER DAM,11,14,E,No
433611.206511989,382477.605567299,3390,3744,Neshonoc Swarthout Park Boat Ramp,RAMP,Concrete,No,COUNTY,Facilities Dept.,(715) 785-9770,43.91034421,-91.07589351,Neshonoc Lake,La Crosse,TOWN OF HAMILTON,17,6,W,No
570720.779311989,294901.103567299,3391,453,Warner Park Boat Ramp,RAMP,Concrete,Yes,CITY,Madison Parks Dept.,(608) 266-4711,43.1251481,-89.37645675,Lake Mendota,Dane,CITY OF MADISON,8,9,E,No
572961.835911989,287274.6290673,3392,465,Winnequah Trail Boat Ramp,RAMP,Concrete,Yes,CITY,Madison Parks Dept.,(608) 266-4711,43.05632309,-89.34963472,Lake Monona,Dane,CITY OF MADISON,7,10,E,No
544320.964711989,480043.396367298,3393,3745,Canoe Portage Park Launch,RAMP,Concrete,No,CITY,City of Mosinee,(715) 693-2275,44.79337517,-89.69252135,Mosinee Flowage,Marathon,CITY OF MOSINEE,27,7,E,No
543268.60151199,479298.9545673,3394,3746,Chucks Boat Landing,RAMP,Paved,No,CITY,City of Mosinee,(715) 693-2275,44.78670865,-89.70585974,Wisconsin River,Marathon,CITY OF MOSINEE,27,7,E,No
550098.24461199,492085.0656673,3395,3747,Kort Street Boat Launch,RAMP,Paved,Yes,VILLAGE,Village of Rothschild,(715) 359-3660,44.90155391,-89.61876899,Wisconsin River/Lake Wausau,Marathon,VILLAGE OF ROTHSCHILD,28,7,E,No
478635.89821199,408686.560467299,3396,3748,McMullen Memorial County Park Boat Ramp,RAMP,Concrete,No,COUNTY,Parks Department,(608) 269-8635,44.1502096,-90.51723491,Wazeda Lake,Monroe,TOWN OF LINCOLN,19,1,W,No
477931.74341199,390300.165567299,3397,3749,Bow Street Boat Ramp,RAMP,Concrete Panels,No,CITY,Parks & Recreation Dept.,(608) 374-7445,43.98463624,-90.52457561,Lake Tomah,Monroe,CITY OF TOMAH,17,1,W,No
685380.40591199,308666.545967299,3398,3750,Riverview Park Canoe Launch,CARRY-IN,Unimproved,No,CITY,Parks Department,(262) 236-2945,43.23318727,-87.9626048,Milwaukee River,Ozaukee,CITY OF MEQUON,9,21,E,No
598179.73681199,244323.109967299,3400,326,Afton Road Boat Launch,RAMP,Concrete,No,CITY,Parks Dept.,(608) 755-3025,42.66740675,-89.04597092,Rock River,Rock,CITY OF JANESVILLE,2,12,E,No
602010.36421199,245188.645167299,3402,3752,Kiwanis Pond Boat Launch,RAMP,Concrete,Yes,CITY,Parks Dept.,(608) 755-3025,42.67480141,-88.99910742,Kiwanis Pond,Rock,CITY OF JANESVILLE,3,13,E,No
599275.11281199,247198.255467299,3403,324,Traxler Park Boat Ramp,RAMP,Concrete,No,CITY,Recreation Division,(608) 755-3030,42.69318335,-89.03220413,Rock River,Rock,CITY OF JANESVILLE,3,12,E,No
607018.96391199,234006.094367299,3404,3753,Sweet Allyn Park Canoe Launch,CARRY-IN,Unimproved,No,COUNTY,Rock County Parks,608-757-5451,42.57356183,-88.93970027,Turtle Creek,Rock,TOWN OF TURTLE,1,13,E,No
679192.16781199,371961.683667298,3406,138,Crystal Lake Boat Launch,RAMP,Concrete,Yes,COUNTY,Planning Dept.,(920) 459-3060,43.80358872,-88.02095339,Crystal Lake,Sheboygan,TOWN OF PLYMOUTH,15,21,E,No
684952.65281199,343736.630867299,3407,144,Lakeview Park Boat Ramp,RAMP,Concrete Panels,Yes,VILLAGE,Village of Random Lake,(920) 994-4852,43.54834983,-87.95801858,Random Lake,Sheboygan,VILLAGE OF RANDOM LAKE,13,21,E,No
673940.02861199,335745.084767299,3408,3754,Leondar J. Yahr County Park Canoe Launch,CARRY-IN,Paved,Yes,COUNTY,Planning & Parks Dept.,(262) 335-4445,43.47878473,-88.0965318,Erler Lake,Washington,TOWN OF FARMINGTON,12,20,E,No
647681.811111989,288530.015267299,3409,102,Nemahbin Lakes Boat Ramp,RAMP,Concrete Panels,No,COUNTY,Dept. of Parks & Land Use,(262) 548-7790,43.05873183,-88.43193765,Lower Nemahbin Lake,Waukesha,TOWN OF SUMMIT,7,17,E,No
641798.74801199,294447.624367299,3410,97,Oconomowoc Boat Launch,RAMP,Concrete,No,CITY,"Parks, Recreation & Forestry Dept.",(262) 569-2199,43.11296965,-88.5029559,Lac La Belle,Waukesha,CITY OF OCONOMOWOC,8,17,E,No
670933.45451199,272315.2124673,3411,3755,Oak Court Public Access,RAMP,Other,No,CITY,Parks & Recreation Department,(262) 679-5645,42.90852586,-88.15101003,Little Muskego Lake,Waukesha,CITY OF MUSKEGO,5,20,E,No
670834.749811989,273086.059467299,3412,3756,Little Muskego Public Access (Hillview Drive),RAMP,Concrete,No,CITY,Parks & Recreation Department,(262) 679-5645,42.91548342,-88.15201124,Little Muskego Lake,Waukesha,CITY OF MUSKEGO,5,20,E,No
661541.452111989,279803.6651673,3413,3757,Fix River Parkway North Canoe Launch,CARRY-IN,Gravel,No,CITY,"Parks, Recreation & Forestry Dept.",(262) 524-3737,42.97770067,-88.26473308,Fox River,Waukesha,CITY OF WAUKESHA,6,19,E,No
610747.90781199,421625.805167299,3415,3759,Milwaukee Street Ramp,RAMP,Paved,No,VILLAGE,Chamber of Commerce,(715) 446-3838,44.262217,-88.86309754,Wolf River,Waupaca,VILLAGE OF FREMONT,21,13,E,No
608558.10311199,410439.9099673,3416,3760,Center Street Canoe Launch,CARRY-IN,Unimproved,No,TOWNSHIP,Town of Bloomfield,920-446-3368,44.16180087,-88.89232369,Lake Poygan,Waushara,TOWN OF BLOOMFIELD,20,13,E,No
608761.97301199,410454.0053673,3417,3761,Franklin Street Canoe Launch,CARRY-IN,Unimproved,No,TOWNSHIP,Town of Bloomfield,920-446-3368,44.16176771,-88.88992524,Lake Poygan,Waushara,TOWN OF BLOOMFIELD,20,13,E,No
607307.961911989,410435.523567298,3418,3762,Pony Creek Park Canoe Launch,CARRY-IN,Gravel,No,COUNTY,Parks Department,(920) 787-7037,44.16190806,-88.90804873,Lake Poygan,Waushara,TOWN OF BLOOMFIELD,20,13,E,No
556331.13011199,390042.836667299,3419,3763,4th Avenue Canoe Launch,CARRY-IN,Unimproved,No,TOWNSHIP,Town of Coloma,715-228-2056,43.98262548,-89.54697946,Pleasant Lake,Waushara,TOWN OF COLOMA,18,8,E,No
558897.53181199,406633.860767299,3420,3764,Pine Lake Canoe Launch,CARRY-IN,Unimproved,No,VILLAGE,Village of Hancock,715-249-5521,44.1318647,-89.51375873,Pine Lake,Waushara,VILLAGE OF HANCOCK,19,8,E,No
582898.39681199,396918.4075673,3421,3765,Deer Lake Carry-in,CARRY-IN,Unimproved,No,TOWNSHIP,Town of Marion,920-566-2818,44.04519555,-89.21730291,Deer Lake,Waushara,TOWN OF MARION,18,11,E,No
581836.198811989,399026.6992673,3422,3766,Irogami Boat launch 2,RAMP,Concrete Panels,No,TOWNSHIP,Town of Marion,920-566-2818,44.0616308,-89.22790109,Irogami Lake,Waushara,TOWN OF MARION,18,11,E,No
581666.35131199,400020.913967298,3423,3767,Chicago Avenue Boat Ramp,RAMP,Gravel,No,TOWNSHIP,Town of Mount Morris,920-787-2580,44.07076558,-89.2299295,Irogami Lake,Waushara,TOWN OF MOUNT MORRIS,19,11,E,No
582735.454311989,406000.149667298,3424,3768,20th Drive Boat Ramp,RAMP,Gravel,No,TOWNSHIP,Town of Mount Morris,920-787-2580,44.12450296,-89.21586902,Lake Morris,Waushara,TOWN OF MOUNT MORRIS,19,11,E,No
621655.91511199,397307.0239673,3426,3770,Fred C. Miller Park Boat Ramp,RAMP,Concrete,No,CITY,Parks & Recreation Department,(920) 685-7000,44.04188076,-88.73117136,Fox River,Winnebago,CITY OF OMRO,18,15,E,No
643417.680611989,416979.571467299,3428,3772,Ninth Street Boat Launch,RAMP,Concrete,No,CITY,Parks & Recreation Department,(920) 967-3640,44.21559578,-88.45502915,Little Lake Butte Des Morts,Winnebago,CITY OF MENASHA,20,17,E,No
644678.41301199,415145.1904673,3429,3773,Smith Park Boat Ramp,RAMP,Grate,No,CITY,Parks & Recreation Department,(920) 967-3640,44.19887215,-88.43968877,Menasha Channel,Winnebago,CITY OF MENASHA,20,17,E,No
397453.37081199,566806.4437673,3430,3774,Hemlock Lake Public Boat Landing,RAMP,Concrete,No,COUNTY,Parks & Recreation Dept.,(715) 537-6295,45.56407238,-91.57034026,Hemlock Lake,Barron,TOWN OF CEDAR LAKE,36,10,W,No
365911.39241199,562363.047367299,3431,1236,Lower Vermillion Lake Access,RAMP,Gravel,No,TOWNSHIP,Town of Cumberland,715-357-6154,45.5177627,-91.97291565,Lower Vermillion Lake,Barron,TOWN OF CUMBERLAND,35,13,W,No
698137.79721199,255771.6730673,3432,3775,Horlick Park Boat Ramp,RAMP,Other,No,COUNTY,Parks Department,(262) 886-8440,42.75378753,-87.82319757,Root River,Racine,VILLAGE OF MOUNT PLEASANT,3,23,E,No
630297.59151199,332069.299767299,4075,3820,Chestnut St. Launch,RAMP,Concrete,No,LOCAL & STATE,Wildlife Biologist,(920) 387-7882,43.4534,-88.6367,Rock River/Horicon Marsh,Dodge,CITY OF HORICON,11,16,E,No
579119.534811989,267741.370067298,4394,3839,Canoe Landing,CARRY-IN,Dirt,,STATE(DNR),Wildlife Biologist,608-275-3250,42.880083,-89.276087,Badfish Creek,Dane,TOWN OF RUTLAND,5,10,E,No
455334.132411989,671748.946767299,4714,3843,White River Canoe Access,CARRY-IN,Unknown,,STATE(DOT),,,,,,Ashland,TOWN OF GINGLES,,,E,No
586584.884111989,415602.416167298,5034,3845,Gilbert Lake Carry-in,CARRY-IN,Unimproved,No,TOWNSHIP,Town of Springwater,920-622-3808,,,Gilbert Lake,Waushara,TOWN OF SPRINGWATER,20,11,E,No
586255.765711989,411325.199767299,5050,3846,Kusel Lake Access,RAMP,Unimproved,No,TOWNSHIP,Town of Springwater,920-622-3808,,,Kusel Lake,Waushara,TOWN OF SPRINGWATER,20,11,E,No
610409.46211199,307417.394167298,5354,3819,County G Canoe Launch,CARRY-IN,Gravel,No,STATE(DNR),Wildlife Biologist,(920)-387-7882,43.2343,-88.8866,Crawfish River,Dodge,TOWN OF LOWELL,9,14,E,No
605058.254211989,428467.983967299,5674,3847,Waupaca River Carry-in Peterson Park,CARRY-IN,Unimproved,No,CITY,City of Weyauwega,920-867-2630,,,Waupaca River,Waupaca,CITY OF WEYAUWEGA,21,13,E,No
610469.05861199,421553.5357673,5675,3848,Wolf River Ramp,RAMP,Concrete,No,VILLAGE,Village of Fremont,920-446-2411,,,Wolf River,Waupaca,VILLAGE OF FREMONT,21,13,E,No
547008.060011989,496100.587767299,5676,3849,Big Rib River Access,RAMP,Paved,No,COUNTY,Highway Dept.,715-261-1810,,,Big Rib River,Marathon,TOWN OF RIB MOUNTAIN,28,7,E,No
541270.031011989,476245.239267299,6026,3851,Wisconsin River Off of Beans Eddy Road,RAMP,Concrete Plank,No,OTHER,Expera,,,,Wisconsin River,Marathon,TOWN OF BERGEN,26,6,E,No
552761.26861199,446633.902467299,6027,3852,Consolidated Parkway,RAMP,Concrete Plank,No,COUNTY,Parks Dept.,715-346-1433,,,Wisconsin River,Portage,TOWN OF LINWOOD,23,8,E,No
339462.92431199,616737.1938673,6314,3850,Loon Creek Carry-in,CARRY-IN,Gravel,No,COUNTY,Forest & Parks,715-349-2157,,,Loon Creek,Burnett,TOWN OF SWISS,41,16,W,No
528775.942211989,415948.6541673,6330,3853,Petenwell Lake Fourteen Mile Creek Access,CARRY-IN,Unimproved,No,OTHER,Wisconsin River Power Co.,608-565-2217,,,Petenwell Lake,Adams,TOWN OF ROME,20,5,E,No
572581.08611199,435676.477167299,6346,3854,Spring Lake Access South,RAMP,Gravel,No,STATE(DNR),,,,,Spring Lake,Portage,TOWN OF LANARK,22,10,E,No
416795.93361199,525836.901867298,6634,3855,Bass Lake #3 Access,RAMP,Gravel,No,COUNTY,Facilities & Parks,715-726-7882,,,Bass Lake #3,Chippewa,TOWN OF CLEVELAND,31,8,W,No
530628.472911989,471290.595767299,6954,3857,Highway S Launch,RAMP,Gravel,Unknown,STATE(DNR),Mead Wildlife Area,715-457-6771,44.7149,-89.8654,Little Eau Pleine River,Marathon,TOWN OF GREEN VALLEY,26,5,E,No
538476.385111989,468184.4568673,6955,3858,Highway O Launch,RAMP,Gravel,No,STATE(DNR),Mead Wildlife Area,715-457-6771,44.6868,-89.7669,Little Eau Pleine River,Marathon,TOWN OF BERGEN,26,6,E,No
430023.62401199,401651.7827673,7274,3860,North Bend Public Access,RAMP,Concrete Plank,No,STATE(DNR),,,44.0823,-91.1242,Black River,Jackson,TOWN OF NORTH BEND,19,6,W,No
665631.019511989,365997.5415673,7594,3861,Hillview Road Water Access,CARRY-IN,Unimproved,,STATE(DNR),,,43.752601,-88.191061,Mullet Marsh 15 Reservoir,Fond Du Lac,TOWN OF FOREST,,,E,No
664525.69641199,364519.7352673,7610,3862,Deerview Drive Bridge Access,CARRY-IN,Unimproved,No,STATE(DNR),,,43.739609,-88.205155,Mullet Creek,Fond Du Lac,TOWN OF FOREST,15,19,E,No
666845.20711199,366644.8715673,7914,3863,Hwy G Flowage,CARRY-IN,Unimproved,No,STATE(DNR),,,43.75827,-88.175823,Mullet River,Fond Du Lac,TOWN OF FOREST,15,19,E,No
314815.247011989,596247.2255673,7915,3864,Phantom Flowage,RAMP,,,STATE(DNR),,,,,Phantom Flowage,Burnett,TOWN OF WOOD RIVER,,,E,No
319016.072611989,598448.4854673,8234,3865,North Fork Flowage,RAMP,Gravel,,STATE(DNR),,,,,North Fork Flowage,Burnett,TOWN OF WEST MARSHLAND,,,E,No
312197.588011989,599785.958567299,8235,3866,Dike 6,RAMP,,,STATE(DNR),,,,,Dike 6 Flowage,Burnett,TOWN OF WEST MARSHLAND,,,E,No
303550.65201199,587976.120567299,8250,3867,Fish Lake Access,RAMP,Gravel,No,STATE(DNR),,,,,Fish Lake,Burnett,TOWN OF GRANTSBURG,38,20,W,No
306759.95231199,583348.519667299,8251,3868,Dueholm Flowage,RAMP,Gravel,Unknown,STATE(DNR),,,,,Dueholm Flowage,Burnett,TOWN OF ANDERSON,,,E,No
639880.90951199,273705.219567299,8554,3870,Beaver Dam Lake,RAMP,Gravel,No,STATE(DNR),,,42.9265,-88.5309,Beaver Dam Lake,Waukesha,TOWN OF EAGLE,5,17,E,No
329910.166911989,599573.307367299,8874,3869,Black Brook Flowage,RAMP,Gravel,Unknown,STATE(DNR),,,,,Black Brook Flowage,Burnett,TOWN OF LINCOLN,,,E,No
318454.86501199,599483.2385673,9194,3871,North Fork Flowage - North side,RAMP,Dirt,Unknown,STATE(DNR),,,,,North Fork Flowage,Burnett,TOWN OF WEST MARSHLAND,,,E,No
318025.20881199,601731.027967298,9195,3872,Dike 1 Flowage,RAMP,Dirt,No,STATE(DNR),,,,,Dike 1 Flowage,Burnett,TOWN OF WEST MARSHLAND,39,18,W,No
323011.98141199,602995.5557673,9210,3873,Upper North Fork Flowage,CARRY-IN,Dirt,No,STATE(DNR),,,,,Upper North Fork Flowage,Burnett,TOWN OF WEST MARSHLAND,39,18,W,No
495218.61141199,535860.6684673,9515,3578,Chelsea Lake South Access,RAMP,Paved,No,TOWNSHIP,Town of Westboro,715-427-3566,,,Chelsea Lake,Taylor,TOWN OF WESTBORO,33,1,E,No
